ID,Warehouse_block,Region,Manager,Cost_of_the_Product
3963,A,North,Alice,186
3964,B,East,Bob,213
3965,C,South,Carol,260
3966,F,Central,Eve,247
3967,D,West,David,178
3968,F,Central,Eve,135
3969,A,North,Alice,234
3970,B,East,Bob,214
3971,C,South,Carol,174
3972,F,Central,Eve,262
3973,D,West,David,180
3974,F,Central,Eve,165
3975,A,North,Alice,150
3976,B,East,Bob,227
3977,C,South,Carol,220
3978,F,Central,Eve,255
3979,D,West,David,202
3980,F,Central,Eve,261
3981,A,North,Alice,244
3982,B,East,Bob,173
3983,C,South,Carol,224
3984,F,Central,Eve,263
3985,D,West,David,160
3986,F,Central,Eve,106
3987,A,North,Alice,227
3988,B,East,Bob,257
3989,C,South,Carol,155
3990,F,Central,Eve,212
3991,D,West,David,205
3992,F,Central,Eve,211
3993,A,North,Alice,178
3994,B,East,Bob,221
3995,C,South,Carol,253
3996,F,Central,Eve,185
3997,D,West,David,160
3998,F,Central,Eve,173
3999,A,North,Alice,256
4000,B,East,Bob,134
4001,C,South,Carol,160
4002,F,Central,Eve,205
4003,D,West,David,202
4004,F,Central,Eve,158
4005,A,North,Alice,233
4006,B,East,Bob,163
4007,C,South,Carol,202
4008,F,Central,Eve,229
4009,D,West,David,120
4010,F,Central,Eve,185
4011,A,North,Alice,154
4012,B,East,Bob,238
4013,C,South,Carol,179
4014,F,Central,Eve,237
4015,D,West,David,234
4016,F,Central,Eve,116
4017,A,North,Alice,157
4018,B,East,Bob,151
4019,C,South,Carol,160
4020,F,Central,Eve,226
4021,D,West,David,254
4022,F,Central,Eve,194
4023,A,North,Alice,194
4024,B,East,Bob,175
4025,C,South,Carol,228
4026,F,Central,Eve,240
4027,D,West,David,166
4028,F,Central,Eve,249
4029,A,North,Alice,261
4030,B,East,Bob,209
4031,C,South,Carol,154
4032,F,Central,Eve,98
4033,D,West,David,193
4034,F,Central,Eve,169
4035,A,North,Alice,227
4036,B,East,Bob,150
4037,C,South,Carol,260
4038,F,Central,Eve,243
4039,D,West,David,271
4040,F,Central,Eve,129
4041,A,North,Alice,228
4042,B,East,Bob,243
4043,C,South,Carol,187
4044,F,Central,Eve,185
4045,D,West,David,228
4046,F,Central,Eve,248
4047,A,North,Alice,233
4048,B,East,Bob,151
4049,C,South,Carol,160
4050,F,Central,Eve,265
4051,D,West,David,229
4052,F,Central,Eve,144
4053,A,North,Alice,172
4054,B,East,Bob,273
4055,C,South,Carol,182
4056,F,Central,Eve,164
4057,D,West,David,240
4058,F,Central,Eve,166
4059,A,North,Alice,249
4060,B,East,Bob,261
4061,C,South,Carol,209
4062,F,Central,Eve,154
4063,D,West,David,98
4064,F,Central,Eve,193
4065,A,North,Alice,169
4066,B,East,Bob,227
4067,C,South,Carol,150
4068,F,Central,Eve,260
4069,D,West,David,243
4070,F,Central,Eve,271
4071,A,North,Alice,129
4072,B,East,Bob,228
4073,C,South,Carol,243
4074,F,Central,Eve,187
4075,D,West,David,185
4076,F,Central,Eve,228
4077,A,North,Alice,248
4078,B,East,Bob,233
4079,C,South,Carol,151
4080,F,Central,Eve,160
4081,D,West,David,265
4082,F,Central,Eve,229
4083,A,North,Alice,144
4084,B,East,Bob,172
4085,C,South,Carol,273
4086,F,Central,Eve,182
4087,D,West,David,164
4088,F,Central,Eve,268
4089,A,North,Alice,218
4090,B,East,Bob,236
4091,C,South,Carol,188
4092,F,Central,Eve,277
4093,D,West,David,127
4094,F,Central,Eve,143
4095,A,North,Alice,192
4096,B,East,Bob,239
4097,C,South,Carol,215
4098,F,Central,Eve,139
4099,D,West,David,250
4100,F,Central,Eve,187
4101,A,North,Alice,151
4102,B,East,Bob,181
4103,C,South,Carol,170
4104,F,Central,Eve,139
4105,D,West,David,186
4106,F,Central,Eve,273
4107,A,North,Alice,274
4108,B,East,Bob,108
4109,C,South,Carol,132
4110,F,Central,Eve,223
4111,D,West,David,240
4112,F,Central,Eve,106
4113,A,North,Alice,143
4114,B,East,Bob,238
4115,C,South,Carol,156
4116,F,Central,Eve,203
4117,D,West,David,259
4118,F,Central,Eve,225
4119,A,North,Alice,154
4120,B,East,Bob,227
4121,C,South,Carol,208
4122,F,Central,Eve,255
4123,D,West,David,218
4124,F,Central,Eve,184
4125,A,North,Alice,233
4126,B,East,Bob,230
4127,C,South,Carol,249
4128,F,Central,Eve,176
4129,D,West,David,272
4130,F,Central,Eve,192
4131,A,North,Alice,100
4132,B,East,Bob,271
4133,C,South,Carol,165
4134,F,Central,Eve,124
4135,D,West,David,193
4136,F,Central,Eve,156
4137,A,North,Alice,170
4138,B,East,Bob,243
4139,C,South,Carol,163
4140,F,Central,Eve,201
4141,D,West,David,232
4142,F,Central,Eve,214
4143,A,North,Alice,149
4144,B,East,Bob,122
4145,C,South,Carol,253
4146,F,Central,Eve,123
4147,D,West,David,261
4148,F,Central,Eve,235
4149,A,North,Alice,141
4150,B,East,Bob,241
4151,C,South,Carol,253
4152,F,Central,Eve,177
4153,D,West,David,160
4154,F,Central,Eve,134
4155,A,North,Alice,258
4156,B,East,Bob,188
4157,C,South,Carol,270
4158,F,Central,Eve,243
4159,D,West,David,100
4160,F,Central,Eve,134
4161,A,North,Alice,255
4162,B,East,Bob,260
4163,C,South,Carol,265
4164,F,Central,Eve,221
4165,D,West,David,157
4166,F,Central,Eve,222
4167,A,North,Alice,179
4168,B,East,Bob,231
4169,C,South,Carol,228
4170,F,Central,Eve,264
4171,D,West,David,170
4172,F,Central,Eve,159
4173,A,North,Alice,166
4174,B,East,Bob,234
4175,C,South,Carol,215
4176,F,Central,Eve,179
4177,D,West,David,180
4178,F,Central,Eve,149
4179,A,North,Alice,150
4180,B,East,Bob,155
4181,C,South,Carol,199
4182,F,Central,Eve,169
4183,D,West,David,276
4184,F,Central,Eve,257
4185,A,North,Alice,153
4186,B,East,Bob,228
4187,C,South,Carol,133
4188,F,Central,Eve,206
4189,D,West,David,263
4190,F,Central,Eve,190
4191,A,North,Alice,175
4192,B,East,Bob,272
4193,C,South,Carol,111
4194,F,Central,Eve,233
4195,D,West,David,235
4196,F,Central,Eve,255
4197,A,North,Alice,216
4198,B,East,Bob,266
4199,C,South,Carol,200
4200,F,Central,Eve,194
4201,D,West,David,220
4202,F,Central,Eve,270
4203,A,North,Alice,168
4204,B,East,Bob,172
4205,C,South,Carol,168
4206,F,Central,Eve,243
4207,D,West,David,181
4208,F,Central,Eve,167
4209,A,North,Alice,224
4210,B,East,Bob,252
4211,C,South,Carol,266
4212,F,Central,Eve,144
4213,D,West,David,222
4214,F,Central,Eve,199
4215,A,North,Alice,214
4216,B,East,Bob,258
4217,C,South,Carol,194
4218,F,Central,Eve,201
4219,D,West,David,243
4220,F,Central,Eve,264
4221,A,North,Alice,204
4222,B,East,Bob,239
4223,C,South,Carol,168
4224,F,Central,Eve,229
4225,D,West,David,246
4226,F,Central,Eve,217
4227,A,North,Alice,166
4228,B,East,Bob,159
4229,C,South,Carol,220
4230,F,Central,Eve,172
4231,D,West,David,262
4232,F,Central,Eve,194
4233,A,North,Alice,232
4234,B,East,Bob,259
4235,C,South,Carol,259
4236,F,Central,Eve,246
4237,D,West,David,247
4238,F,Central,Eve,137
4239,A,North,Alice,273
4240,B,East,Bob,152
4241,C,South,Carol,235
4242,F,Central,Eve,212
4243,D,West,David,286
4244,F,Central,Eve,151
4245,A,North,Alice,204
4246,B,East,Bob,191
4247,C,South,Carol,221
4248,F,Central,Eve,161
4249,D,West,David,183
4250,F,Central,Eve,243
4251,A,North,Alice,194
4252,B,East,Bob,266
4253,C,South,Carol,249
4254,F,Central,Eve,133
4255,D,West,David,244
4256,F,Central,Eve,235
4257,A,North,Alice,166
4258,B,East,Bob,239
4259,C,South,Carol,141
4260,F,Central,Eve,168
4261,D,West,David,203
4262,F,Central,Eve,171
4263,A,North,Alice,120
4264,B,East,Bob,240
4265,C,South,Carol,178
4266,F,Central,Eve,237
4267,D,West,David,169
4268,F,Central,Eve,169
4269,A,North,Alice,201
4270,B,East,Bob,249
4271,C,South,Carol,101
4272,F,Central,Eve,140
4273,D,West,David,214
4274,F,Central,Eve,196
4275,A,North,Alice,204
4276,B,East,Bob,159
4277,C,South,Carol,175
4278,F,Central,Eve,163
4279,D,West,David,271
4280,F,Central,Eve,191
4281,A,North,Alice,135
4282,B,East,Bob,224
4283,C,South,Carol,142
4284,F,Central,Eve,246
4285,D,West,David,165
4286,F,Central,Eve,150
4287,A,North,Alice,170
4288,B,East,Bob,147
4289,C,South,Carol,151
4290,F,Central,Eve,259
4291,D,West,David,211
4292,F,Central,Eve,249
4293,A,North,Alice,133
4294,B,East,Bob,258
4295,C,South,Carol,253
4296,F,Central,Eve,185
4297,D,West,David,268
4298,F,Central,Eve,218
4299,A,North,Alice,140
4300,B,East,Bob,214
4301,C,South,Carol,196
4302,F,Central,Eve,204
4303,D,West,David,159
4304,F,Central,Eve,175
4305,A,North,Alice,163
4306,B,East,Bob,271
4307,C,South,Carol,191
4308,F,Central,Eve,135
4309,D,West,David,224
4310,F,Central,Eve,142
4311,A,North,Alice,246
4312,B,East,Bob,165
4313,C,South,Carol,150
4314,F,Central,Eve,170
4315,D,West,David,147
4316,F,Central,Eve,151
4317,A,North,Alice,259
4318,B,East,Bob,211
4319,C,South,Carol,249
4320,F,Central,Eve,133
4321,D,West,David,258
4322,F,Central,Eve,253
4323,A,North,Alice,185
4324,B,East,Bob,268
4325,C,South,Carol,277
4326,F,Central,Eve,157
4327,D,West,David,132
4328,F,Central,Eve,104
4329,A,North,Alice,213
4330,B,East,Bob,172
4331,C,South,Carol,168
4332,F,Central,Eve,192
4333,D,West,David,189
4334,F,Central,Eve,255
4335,A,North,Alice,152
4336,B,East,Bob,171
4337,C,South,Carol,177
4338,F,Central,Eve,160
4339,D,West,David,233
4340,F,Central,Eve,216
4341,A,North,Alice,222
4342,B,East,Bob,260
4343,C,South,Carol,239
4344,F,Central,Eve,204
4345,D,West,David,116
4346,F,Central,Eve,245
4347,A,North,Alice,280
4348,B,East,Bob,155
4349,C,South,Carol,139
4350,F,Central,Eve,237
4351,D,West,David,211
4352,F,Central,Eve,220
4353,A,North,Alice,134
4354,B,East,Bob,208
4355,C,South,Carol,198
4356,F,Central,Eve,277
4357,D,West,David,144
4358,F,Central,Eve,201
4359,A,North,Alice,201
4360,B,East,Bob,236
4361,C,South,Carol,142
4362,F,Central,Eve,172
4363,D,West,David,217
4364,F,Central,Eve,231
4365,A,North,Alice,200
4366,B,East,Bob,260
4367,C,South,Carol,216
4368,F,Central,Eve,215
4369,D,West,David,217
4370,F,Central,Eve,244
4371,A,North,Alice,221
4372,B,East,Bob,207
4373,C,South,Carol,190
4374,F,Central,Eve,199
4375,D,West,David,246
4376,F,Central,Eve,195
4377,A,North,Alice,244
4378,B,East,Bob,158
4379,C,South,Carol,254
4380,F,Central,Eve,236
4381,D,West,David,255
4382,F,Central,Eve,224
4383,A,North,Alice,204
4384,B,East,Bob,150
4385,C,South,Carol,134
4386,F,Central,Eve,157
4387,D,West,David,257
4388,F,Central,Eve,165
4389,A,North,Alice,175
4390,B,East,Bob,201
4391,C,South,Carol,175
4392,F,Central,Eve,185
4393,D,West,David,202
4394,F,Central,Eve,270
4395,A,North,Alice,175
4396,B,East,Bob,149
4397,C,South,Carol,223
4398,F,Central,Eve,143
4399,D,West,David,203
4400,F,Central,Eve,165
4401,A,North,Alice,255
4402,B,East,Bob,218
4403,C,South,Carol,193
4404,F,Central,Eve,187
4405,D,West,David,246
4406,F,Central,Eve,237
4407,A,North,Alice,269
4408,B,East,Bob,107
4409,C,South,Carol,147
4410,F,Central,Eve,111
4411,D,West,David,197
4412,F,Central,Eve,257
4413,A,North,Alice,269
4414,B,East,Bob,224
4415,C,South,Carol,262
4416,F,Central,Eve,181
4417,D,West,David,159
4418,F,Central,Eve,207
4419,A,North,Alice,238
4420,B,East,Bob,239
4421,C,South,Carol,206
4422,F,Central,Eve,159
4423,D,West,David,207
4424,F,Central,Eve,262
4425,A,North,Alice,251
4426,B,East,Bob,188
4427,C,South,Carol,254
4428,F,Central,Eve,234
4429,D,West,David,246
4430,F,Central,Eve,158
4431,A,North,Alice,220
4432,B,East,Bob,257
4433,C,South,Carol,143
4434,F,Central,Eve,163
4435,D,West,David,171
4436,F,Central,Eve,261
4437,A,North,Alice,212
4438,B,East,Bob,176
4439,C,South,Carol,257
4440,F,Central,Eve,133
4441,D,West,David,153
4442,F,Central,Eve,218
4443,A,North,Alice,164
4444,B,East,Bob,256
4445,C,South,Carol,150
4446,F,Central,Eve,107
4447,D,West,David,219
4448,F,Central,Eve,237
4449,A,North,Alice,246
4450,B,East,Bob,198
4451,C,South,Carol,176
4452,F,Central,Eve,168
4453,D,West,David,173
4454,F,Central,Eve,106
4455,A,North,Alice,171
4456,B,East,Bob,224
4457,C,South,Carol,216
4458,F,Central,Eve,174
4459,D,West,David,261
4460,F,Central,Eve,229
4461,A,North,Alice,214
4462,B,East,Bob,199
4463,C,South,Carol,182
4464,F,Central,Eve,152
4465,D,West,David,258
4466,F,Central,Eve,182
4467,A,North,Alice,166
4468,B,East,Bob,176
4469,C,South,Carol,193
4470,F,Central,Eve,135
4471,D,West,David,213
4472,F,Central,Eve,168
4473,A,North,Alice,264
4474,B,East,Bob,173
4475,C,South,Carol,142
4476,F,Central,Eve,278
4477,D,West,David,197
4478,F,Central,Eve,226
4479,A,North,Alice,197
4480,B,East,Bob,189
4481,C,South,Carol,210
4482,F,Central,Eve,149
4483,D,West,David,171
4484,F,Central,Eve,243
4485,A,North,Alice,171
4486,B,East,Bob,215
4487,C,South,Carol,174
4488,F,Central,Eve,210
4489,D,West,David,135
4490,F,Central,Eve,134
4491,A,North,Alice,166
4492,B,East,Bob,174
4493,C,South,Carol,252
4494,F,Central,Eve,219
4495,D,West,David,244
4496,F,Central,Eve,132
4497,A,North,Alice,223
4498,B,East,Bob,260
4499,C,South,Carol,269
4500,F,Central,Eve,170
4501,D,West,David,170
4502,F,Central,Eve,173
4503,A,North,Alice,148
4504,B,East,Bob,174
4505,C,South,Carol,263
4506,F,Central,Eve,142
4507,D,West,David,183
4508,F,Central,Eve,174
4509,A,North,Alice,140
4510,B,East,Bob,154
4511,C,South,Carol,108
4512,F,Central,Eve,198
4513,D,West,David,266
4514,F,Central,Eve,197
4515,A,North,Alice,219
4516,B,East,Bob,255
4517,C,South,Carol,255
4518,F,Central,Eve,219
4519,D,West,David,244
4520,F,Central,Eve,132
4521,A,North,Alice,223
4522,B,East,Bob,260
4523,C,South,Carol,269
4524,F,Central,Eve,170
4525,D,West,David,170
4526,F,Central,Eve,173
4527,A,North,Alice,148
4528,B,East,Bob,174
4529,C,South,Carol,263
4530,F,Central,Eve,142
4531,D,West,David,183
4532,F,Central,Eve,174
4533,A,North,Alice,140
4534,B,East,Bob,154
4535,C,South,Carol,108
4536,F,Central,Eve,198
4537,D,West,David,266
4538,F,Central,Eve,197
4539,A,North,Alice,219
4540,B,East,Bob,255
4541,C,South,Carol,255
4542,F,Central,Eve,247
4543,D,West,David,275
4544,F,Central,Eve,291
4545,A,North,Alice,265
4546,B,East,Bob,250
4547,C,South,Carol,291
4548,F,Central,Eve,255
4549,D,West,David,290
4550,F,Central,Eve,276
4551,A,North,Alice,149
4552,B,East,Bob,310
4553,C,South,Carol,273
4554,F,Central,Eve,244
4555,D,West,David,275
4556,F,Central,Eve,308
4557,A,North,Alice,264
4558,B,East,Bob,256
4559,C,South,Carol,252
4560,F,Central,Eve,244
4561,D,West,David,280
4562,F,Central,Eve,227
4563,A,North,Alice,272
4564,B,East,Bob,274
4565,C,South,Carol,310
4566,F,Central,Eve,282
4567,D,West,David,247
4568,F,Central,Eve,262
4569,A,North,Alice,213
4570,B,East,Bob,136
4571,C,South,Carol,134
4572,F,Central,Eve,171
4573,D,West,David,182
4574,F,Central,Eve,185
4575,A,North,Alice,271
4576,B,East,Bob,166
4577,C,South,Carol,196
4578,F,Central,Eve,157
4579,D,West,David,218
4580,F,Central,Eve,142
4581,A,North,Alice,237
4582,B,East,Bob,213
4583,C,South,Carol,241
4584,F,Central,Eve,170
4585,D,West,David,156
4586,F,Central,Eve,228
4587,A,North,Alice,145
4588,B,East,Bob,145
4589,C,South,Carol,166
4590,F,Central,Eve,106
4591,D,West,David,210
4592,F,Central,Eve,235
4593,A,North,Alice,142
4594,B,East,Bob,271
4595,C,South,Carol,245
4596,F,Central,Eve,192
4597,D,West,David,270
4598,F,Central,Eve,197
4599,A,North,Alice,255
4600,B,East,Bob,223
4601,C,South,Carol,256
4602,F,Central,Eve,229
4603,D,West,David,233
4604,F,Central,Eve,164
4605,A,North,Alice,171
4606,B,East,Bob,178
4607,C,South,Carol,233
4608,F,Central,Eve,232
4609,D,West,David,236
4610,F,Central,Eve,197
4611,A,North,Alice,152
4612,B,East,Bob,219
4613,C,South,Carol,205
4614,F,Central,Eve,142
4615,D,West,David,112
4616,F,Central,Eve,254
4617,A,North,Alice,256
4618,B,East,Bob,168
4619,C,South,Carol,171
4620,F,Central,Eve,215
4621,D,West,David,169
4622,F,Central,Eve,149
4623,A,North,Alice,223
4624,B,East,Bob,224
4625,C,South,Carol,186
4626,F,Central,Eve,184
4627,D,West,David,152
4628,F,Central,Eve,249
4629,A,North,Alice,173
4630,B,East,Bob,167
4631,C,South,Carol,230
4632,F,Central,Eve,237
4633,D,West,David,202
4634,F,Central,Eve,134
4635,A,North,Alice,263
4636,B,East,Bob,272
4637,C,South,Carol,231
4638,F,Central,Eve,190
4639,D,West,David,223
4640,F,Central,Eve,257
4641,A,North,Alice,184
4642,B,East,Bob,193
4643,C,South,Carol,204
4644,F,Central,Eve,236
4645,D,West,David,222
4646,F,Central,Eve,140
4647,A,North,Alice,204
4648,B,East,Bob,271
4649,C,South,Carol,108
4650,F,Central,Eve,206
4651,D,West,David,180
4652,F,Central,Eve,193
4653,A,North,Alice,238
4654,B,East,Bob,234
4655,C,South,Carol,271
4656,F,Central,Eve,102
4657,D,West,David,185
4658,F,Central,Eve,273
4659,A,North,Alice,233
4660,B,East,Bob,191
4661,C,South,Carol,239
4662,F,Central,Eve,270
4663,D,West,David,279
4664,F,Central,Eve,233
4665,A,North,Alice,178
4666,B,East,Bob,184
4667,C,South,Carol,202
4668,F,Central,Eve,149
4669,D,West,David,133
4670,F,Central,Eve,224
4671,A,North,Alice,252
4672,B,East,Bob,208
4673,C,South,Carol,256
4674,F,Central,Eve,206
4675,D,West,David,177
4676,F,Central,Eve,269
4677,A,North,Alice,216
4678,B,East,Bob,221
4679,C,South,Carol,210
4680,F,Central,Eve,205
4681,D,West,David,237
4682,F,Central,Eve,139
4683,A,North,Alice,163
4684,B,East,Bob,171
4685,C,South,Carol,261
4686,F,Central,Eve,195
4687,D,West,David,190
4688,F,Central,Eve,236
4689,A,North,Alice,254
4690,B,East,Bob,157
4691,C,South,Carol,245
4692,F,Central,Eve,144
4693,D,West,David,217
4694,F,Central,Eve,249
4695,A,North,Alice,176
4696,B,East,Bob,230
4697,C,South,Carol,204
4698,F,Central,Eve,266
4699,D,West,David,213
4700,F,Central,Eve,147
4701,A,North,Alice,201
4702,B,East,Bob,248
4703,C,South,Carol,167
4704,F,Central,Eve,232
4705,D,West,David,163
4706,F,Central,Eve,201
4707,A,North,Alice,252
4708,B,East,Bob,146
4709,C,South,Carol,160
4710,F,Central,Eve,167
4711,D,West,David,224
4712,F,Central,Eve,239
4713,A,North,Alice,151
4714,B,East,Bob,264
4715,C,South,Carol,242
4716,F,Central,Eve,204
4717,D,West,David,260
4718,F,Central,Eve,279
4719,A,North,Alice,225
4720,B,East,Bob,190
4721,C,South,Carol,152
4722,F,Central,Eve,201
4723,D,West,David,191
4724,F,Central,Eve,140
4725,A,North,Alice,199
4726,B,East,Bob,194
4727,C,South,Carol,273
4728,F,Central,Eve,259
4729,D,West,David,180
4730,F,Central,Eve,251
4731,A,North,Alice,269
4732,B,East,Bob,274
4733,C,South,Carol,250
4734,F,Central,Eve,265
4735,D,West,David,169
4736,F,Central,Eve,211
4737,A,North,Alice,245
4738,B,East,Bob,188
4739,C,South,Carol,244
4740,F,Central,Eve,233
4741,D,West,David,144
4742,F,Central,Eve,221
4743,A,North,Alice,267
4744,B,East,Bob,211
4745,C,South,Carol,205
4746,F,Central,Eve,144
4747,D,West,David,195
4748,F,Central,Eve,232
4749,A,North,Alice,199
4750,B,East,Bob,232
4751,C,South,Carol,272
4752,F,Central,Eve,167
4753,D,West,David,272
4754,F,Central,Eve,247
4755,A,North,Alice,275
4756,B,East,Bob,291
4757,C,South,Carol,265
4758,F,Central,Eve,250
4759,D,West,David,291
4760,F,Central,Eve,255
4761,A,North,Alice,290
4762,B,East,Bob,276
4763,C,South,Carol,149
4764,F,Central,Eve,201
4765,D,West,David,191
4766,F,Central,Eve,140
4767,A,North,Alice,199
4768,B,East,Bob,194
4769,C,South,Carol,273
4770,F,Central,Eve,259
4771,D,West,David,180
4772,F,Central,Eve,251
4773,A,North,Alice,269
4774,B,East,Bob,274
4775,C,South,Carol,250
4776,F,Central,Eve,265
4777,D,West,David,169
4778,F,Central,Eve,211
4779,A,North,Alice,245
4780,B,East,Bob,188
4781,C,South,Carol,244
4782,F,Central,Eve,233
4783,D,West,David,144
4784,F,Central,Eve,221
4785,A,North,Alice,267
4786,B,East,Bob,211
4787,C,South,Carol,205
4788,F,Central,Eve,144
4789,D,West,David,195
4790,F,Central,Eve,232
4791,A,North,Alice,199
4792,B,East,Bob,232
4793,C,South,Carol,272
4794,F,Central,Eve,167
4795,D,West,David,272
4796,F,Central,Eve,247
4797,A,North,Alice,275
4798,B,East,Bob,291
4799,C,South,Carol,265
4800,F,Central,Eve,250
4801,D,West,David,291
4802,F,Central,Eve,255
4803,A,North,Alice,290
4804,B,East,Bob,247
4805,C,South,Carol,152
4806,F,Central,Eve,278
4807,D,West,David,260
4808,F,Central,Eve,254
4809,A,North,Alice,151
4810,B,East,Bob,198
4811,C,South,Carol,243
4812,F,Central,Eve,245
4813,D,West,David,300
4814,F,Central,Eve,303
4815,A,North,Alice,286
4816,B,East,Bob,248
4817,C,South,Carol,244
